rspo,school_name,year,kept_miejscowosc,kept_ulica_nr,declined_miejscowosc,declined_ulica_nr,dropped_words
23778,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W KADZIDLE,2026,Kadzidło,ul. Kościuszki 13,Kadzidło,Kościuszki 13,ul
23880,SZKOŁA PODSTAWOWA NR 255 IM. CYPRIANA KAMILA NORWIDA,2026,Warszawa,ul. Kamionkowska 36/44,Warszawa,Kamionkowska 36/44,ul
23899,SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W IŁOWIE,2026,Iłów,ul. Płocka 14,Iłów,Płocka 14,ul
24328,SZKOŁA PODSTAWOWA NR 15 IM. ŚW. FRANCISZKA Z ASYŻU W PŁOCKU,2026,Płock,ul. Przyszkolna 22,Płock,Przyszkolna 22,ul
24643,PUBLICZNA SZKOŁA PODSTAWOWA NR 2 IM. I MARSZAŁKA POLSKI JÓZEFA PIŁSUDSKIEGO,2026,Mogielnica,ul. Przylesie 10a,Mogielnica,Przylesie 10a,ul
24649,SZKOŁA PODSTAWOWA NR 2 IM. MARII SKŁODOWSKIEJ-CURIE,2026,Piastów,ul. Aleja Krakowska 20,Piastów,Aleja Krakowska 20,ul
24685,"SZKOŁA PODSTAWOWA NR 279 IM. BATALIONÓW AK ""GUSTAW"" I ""HARNAŚ""",2026,Warszawa,ul. Cyrklowa 1,Warszawa,Cyrklowa 1,ul
24714,I PRYWATNA SZKOŁA PODSTAWOWA,2026,Sierpc,ul. Dworcowa 5b,Sierpc,Dworcowa 5b,ul
24722,SZKOŁA PODSTAWOWA NR 2 IM.ARMII KRAJOWEJ W SIERPCU,2026,Sierpc,ul. Płocka 38a,Sierpc,Płocka 38a,ul
25025,KATOLICKA SZKOŁA PODSTAWOWA NR 7 IM. KS. KARD. STEFANA WYSZYŃSKIEGO,2026,Warszawa,ul. Ogrodowa 3a,Warszawa,Ogrodowa 3a,ul
25028,SPOŁECZNA SZKOŁA PODSTAWOWA NR 10 IM.KARDYNAŁA STEFANA WYSZYŃSKIEGO SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,2026,Warszawa,ul. Ostrobramska 72,Warszawa,Ostrobramska 72,ul
25031,PRYWATNA SZKOŁA PODSTAWOWA NR 6 SIÓSTR NIEPOKALANEK IM. BŁ. M. MARCELINY DAROWSKIEJ,2026,Warszawa,ul. Jerzego Zaruby 2,Warszawa,Zaruby 2,ul jerzego
25035,SZKOŁA PODSTAWOWA NR 24 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,2026,Warszawa,ul. Muszlowa 15,Warszawa,Muszlowa 15,ul
25167,SZKOŁA PODSTAWOWA NR 3 IM.KS. JANA TWARDOWSKIEGO W SIERPCU,2026,Sierpc,ul. Konstytucji 3 Maja 8,Sierpc,Konstytucji 3 Maja 8,ul
25238,SZKOŁA PODSTAWOWA NR 152 IM. MARII DĄBROWSKIEJ W WARSZAWIE,2026,Warszawa,ul. Powstańców Wielkopolskich 4,Warszawa,Powstańców Wielkopolskich 4,ul
25301,SZKOŁA PODSTAWOWA NR 2 IM.ŚW.TERESY OD DZIECIĄTKA JEZUS,2026,Podkowa Leśna,ul. Kościelna 4,Podkowa Leśna,Kościelna 4,ul
25431,SZKOŁA PODSTAWOWA IM WALERIANA ŁUKASIŃSKIEGO W MORDACH,2026,Mordy,ul. Kilińskiego 13,Mordy,Kilińskiego 13,ul
26018,SZKOŁA PODSTAWOWA NR 2 W ŻUROMINIE IM. KORNELA MAKUSZYŃSKIEGO,2026,Żuromin,ul. Wiatraczna 16,Żuromin,Wiatraczna 16,ul
26496,SZKOŁA PODSTAWOWA NR 293 IM. JANA KOCHANOWSKIEGO,2026,Warszawa,ul. Jana Kochanowskiego 8,Warszawa,Kochanowskiego 8,ul jana
26777,PUBLICZNA SZKOŁA PODSTAWOWA NR 4 Z KLASAMI SPORTOWYMI IM. IRENY SZEWIŃSKIEJ W PUŁTUSKU,2026,Pułtusk,ul. New Britain 1,Pułtusk,New Britain 1,ul
26789,SZKOŁA PODSTAWOWA NR 86 IM. BRONISŁAWA CZECHA,2026,Warszawa,ul. Koryncka 33,Warszawa,Koryncka 33,ul
26884,SZKOŁA PODSTAWOWA IM. TEOFILA LENARTOWICZA W REGIMINIE,2026,Regimin,ul. Heleny Dobrzynieckiej 1,Regimin,Dobrzynieckiej 1,ul heleny
26885,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W BIENIEWICACH,2026,Bieniewice,ul. Błońska 62,Bieniewice,Błońska 62,ul
27043,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W LESZCZYDOLE-NOWINACH,2026,Leszczydół-Nowiny,ul. Szkolna 26,Leszczydół-Nowiny,Szkolna 26,ul
27059,"SZKOŁA PODSTAWOWA NR 3 IM. STANISŁAWA WRÓBLA ""JASKÓŁKI"" W WYSZKOWIE",2026,Wyszków,ul. Stefana Batorego 6,Wyszków,Stefana Batorego 6,ul
27290,SZKOŁA PODSTAWOWA IM. 18 DYWIZJI PIECHOTY ZIEMI ŁOMŻYŃSKIEJ W ANDRZEJEWIE,2026,Andrzejewo,ul. Warszawska 4,Andrzejewo,Warszawska 4,ul
27413,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MOCHOWIE,2026,Mochowo-Parcele,ul. Szkolna 1,Mochowo-Parcele,Szkolna 1,ul
27549,PUBLICZNA SZKOŁA PODSTAWOWA IM KARDYNAŁA STEFANA WYSZYŃSKIEGO W GŁOSKOWIE,2026,Głosków,ul. Szkolna 6,Głosków,Szkolna 6,ul
27612,SZKOŁA PODSTAWOWA NR 1 IM. BOLESŁAWA PRUSA,2026,Zielonka,ul. Stanisława Staszica 56,Zielonka,Staszica 56,ul stanisława
27613,SZKOŁA PODSTAWOWA NR 2 IM. MIKOŁAJA KOPERNIKA,2026,Zielonka,ul. Powstańców 3,Zielonka,Powstańców 3,ul
27614,SZKOŁA PODSTAWOWA NR 3 IM. JANUSZA KORCZAKA,2026,Zielonka,ul. Woodrowa Wilsona 34/36,Zielonka,Wilsona 34/36,ul woodrowa
27983,SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W OSTROWIE,2026,Ostrów,ul. Kościelna 1,Ostrów,Kościelna 1,ul
28037,SZKOŁA PODSTAWOWA IM. POLSKICH DZIECI SYBERYJSKICH W STAREJ WSI,2026,Stara Wieś,ul. Fabryczna 6,Stara Wieś,Fabryczna 6,ul
28116,SPOŁECZNA SZKOŁA PODSTAWOWA NR 13 Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. LOTNIKÓW AMERYKAŃSKICH,2026,Warszawa,ul. Kazimierza Wóycickiego 1/3,Warszawa,Wóycickiego 1/3,ul kazimierza
28117,SPOŁECZNA SZKOŁA PODSTAWOWA NR 14 IM. DZIECI ZJEDNOCZONEJ EUROPY SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,2026,Warszawa,ul. Bachmacka 3,Warszawa,Bachmacka 3,ul
28118,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI NR 20 IM. JANA GUTENBERGA FUNDACJI SZKOLNEJ W WARSZAWIE,2026,Warszawa,ul. Obrzeżna 12a,Warszawa,Obrzeżna 12a,ul
28760,SZKOŁA PODSTAWOWA NR 5 IM. ŻOŁNIERZY ARMII KRAJOWEJ W WYSZKOWIE,2026,Wyszków,ul. Geodetów 45,Wyszków,Geodetów 45,ul
29137,SZKOŁA PODSTAWOWA NR 5 IM. WŁADYSŁAWA BRONIEWSKIEGO W CIECHANOWIE,2026,Ciechanów,ul. Władysława Broniewskiego 1,Ciechanów,Broniewskiego 1,ul władysława
29542,SZKOŁA PODSTAWOWA NR 195 IM. KRÓLA MACIUSIA I,2026,Warszawa,ul. Króla Maciusia 5,Warszawa,Maciusia 5,ul króla
29745,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W RYBNIE,2026,Rybno,ul. Wyszkowska 87,Rybno,Wyszkowska 87,ul
29783,SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI W BRWINOWIE,2026,Brwinów,ul. marsz. Józefa Piłsudskiego 11,Brwinów,Piłsudskiego 11,ul marsz józefa
29860,SPOŁECZNA SZKOŁA PODSTAWOWA NR 26 IM. PROF. JIGORO KANO SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,2026,Warszawa,ul. Puławska 97,Warszawa,Puławska 97,ul
29884,SZKOŁA PODSTAWOWA W OLSZANCE,2026,Olszanka,ul. Zachodnia 3,Olszanka,Zachodnia 3,ul
29946,SZKOŁA PODSTAWOWA NIEPUBLICZNA NR 49,2026,Warszawa,ul. Jana Sebastiana Bacha 2,Warszawa,Bacha 2,ul jana sebastiana
29949,SZKOŁA PODSTAWOWA SIÓSTR FELICJANEK NR 28 IM. BŁ. MARII ANGELI TRUSZKOWSKIEJ,2026,Warszawa,ul. Azaliowa 10,Warszawa,Azaliowa 10,ul
29953,SPOŁECZNA SZKOŁA PODSTAWOWA NR 30 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,2026,Warszawa,ul. Astronautów 11,Warszawa,Astronautów 11,ul
29970,SZKOŁA PODSTAWOWA NR 1 Z ODDZIAŁAMI INTEGRACYJNYMI I DWUJĘZYCZNYMI IM. FILIPA DE GIRARDA W ŻYRARDOWIE,2026,Żyrardów,ul. Jasna 11,Żyrardów,Jasna 11,ul
30166,SZKOŁA PODSTAWOWA NR 76 IM. 13 DYWIZJI PIECHOTY STRZELCÓW KRESOWYCH,2026,Warszawa,ul. Poezji 5,Warszawa,Poezji 5,ul
30368,SZKOŁA PODSTAWOWA NR 2 IM. MARII KONOPNICKIEJ W ŻYRARDOWIE,2026,Żyrardów,ul. Gabriela Narutowicza 35,Żyrardów,Narutowicza 35,ul gabriela
30461,SZKOŁA PODSTAWOWA NR 261 IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE,2026,Warszawa,ul. Wiertnicza 26,Warszawa,Wiertnicza 26,ul
30711,"NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 47 IM. ROBERTA SCHUMANA FUNDACJI ""PRIMUS""",2026,Warszawa,ul. płk. Zoltána Baló 1,Warszawa,Baló 1,ul płk zolt na
30841,PUBLICZNA SZKOŁA PODSTAWOWA IM WANDY CHOTOMSKIEJ W CHOMENTOWIE PUSZCZ,2026,Chomentów-Puszcz,ul. Ogrodowa 1,Chomentów-Puszcz,Ogrodowa 1,ul
30842,PUBLICZNA SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W MAKOWIE,2026,Maków,ul. Szkolna 6,Maków,Szkolna 6,ul
30870,SZKOŁA PODSTAWOWA NR 138 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JÓZEFA HORSTA,2026,Warszawa,ul. Mieczysława Pożaryskiego 2,Warszawa,Pożaryskiego 2,ul mieczysława
30878,SZKOŁA PODSTAWOWA NR 218 IM. MICHAŁA KAJKI,2026,Warszawa,ul. Michała Kajki 80/82,Warszawa,Kajki 80/82,ul michała
30913,SZKOŁA PODSTAWOWA NR 204 IM. 19 PUŁKU UŁANÓW WOŁYŃSKICH,2026,Warszawa,ul. Bajkowa 17/21,Warszawa,Bajkowa 17/21,ul
30971,SZKOŁA PODSTAWOWA NR 66 IM. KS. JULIANA CHROŚCICKIEGO,2026,Warszawa,ul. Przepiórki 16/18,Warszawa,Przepiórki 16/18,ul
30973,SZKOŁA PODSTAWOWA NR 94 IM. I MARSZAŁKA POLSKI JÓZEFA PIŁSUDSKIEGO,2026,Warszawa,ul. Cietrzewia 22a,Warszawa,Cietrzewia 22a,ul
30974,SZKOŁA PODSTAWOWA NR 88 IM. GABRIELA NARUTOWICZA,2026,Warszawa,ul. Radarowa 4b,Warszawa,Radarowa 4b,ul
30975,"SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 87 IM. 7 PP AK ""GARŁUCH""",2026,Warszawa,ul. Malownicza 31,Warszawa,Malownicza 31,ul
31075,"PRYWATNA SZKOŁA PODSTAWOWA NR 81 FUNDACJI ""RODZICE DZIECIOM""",2026,Warszawa,ul. Ludwika Krzywickiego 30,Warszawa,Krzywickiego 30,ul ludwika
31112,SZKOŁA PODSTAWOWA NR 5 IM. WŁADYSŁAWA BRONIEWSKIEGO W PŁOCKU,2026,Płock,ul. Krakówka 4,Płock,Krakówka 4,ul
31353,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA REJA W ŻYRARDOWIE,2026,Żyrardów,ul. Radziwiłłowska 16,Żyrardów,Radziwiłłowska 16,ul
31593,SZKOŁA PODSTAWOWA NR 2 IM. MIKOŁAJA KOPERNIKA W ŁOSICACH,2026,Łosice,ul. Bialska 15,Łosice,Bialska 15,ul
31602,SZKOŁA PODSTAWOWA NR 7 IM. HENRYKA SIENKIEWICZA W ŻYRARDOWIE,2026,Żyrardów,ul. Franklina Roosevelta 2,Żyrardów,Roosevelta 2,ul franklina
31698,PRYWATNA ŻEŃSKA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. CECYLII PLATER-ZYBERKÓWNY,2026,Warszawa,ul. Piękna 24/26,Warszawa,Piękna 24/26,ul
31704,PRYWATNA SZKOŁA PODSTAWOWA NR 83,2026,Warszawa,ul. Wacława Lachmana 2,Warszawa,Lachmana 2,ul wacława
31814,PRYWATNA SZKOŁA PODSTAWOWA NR 105 IM. ASTRID LINDGREN,2026,Warszawa,ul. Żwanowiecka 46/50,Warszawa,Żwanowiecka 46/50,ul
31929,PUBLICZNA SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA ROSŁOŃCA W PRZYBYSZEWIE,2026,Przybyszew,ul. Władysława Rosłońca 5,Przybyszew,Rosłońca 5,ul władysława
31992,SZKOŁA PODSTAWOWA W KAZUNIU NOWYM IM. 2 BRYGADY SAPERÓW,2026,Kazuń Nowy,ul. Główna 6,Kazuń Nowy,Główna 6,ul
34206,SZKOŁA PODSTAWOWA NR 6 IM. ELIZY ORZESZKOWEJ W ŻYRARDOWIE,2026,Żyrardów,ul. Józefa Mireckiego 56,Żyrardów,Mireckiego 56,ul józefa
34210,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W KAZANOWIE PUBLICZNA SZKOŁA PODSTAWOWA W KAZANOWIE,2026,Kazanów,ul. Kościelna 52,Kazanów,Kościelna 52,ul
34237,AUTORSKA SZKOŁA PODSTAWOWA NR 12,2026,Warszawa,ul. Armii Krajowej 9,Warszawa,Armii Krajowej 9,ul
34499,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 214 IM. HENRYKA JERZEGO CHMIELEWSKIEGO,2026,Warszawa,ul. Antoniego Fontany 1,Warszawa,Fontany 1,ul antoniego
34570,SZKOŁA PODSTAWOWA NR 29 IM.GIUSEPPE GARIBALDIEGO,2026,Warszawa,ul. Fabryczna 19,Warszawa,Fabryczna 19,ul
34633,SZKOŁA PODSTAWOWA NR 32 Z ODDZIAŁAMI INTEGRACYJNYMI IM. MAŁEGO POWSTAŃCA,2026,Warszawa,ul. Dow Bera Meiselsa 1,Warszawa,Meiselsa 1,ul dow bera
34634,SZKOŁA PODSTAWOWA NR 12 IM. POWSTAŃCÓW ŚLĄSKICH,2026,Warszawa,ul. Górnośląska 45,Warszawa,Górnośląska 45,ul
34635,SZKOŁA PODSTAWOWA NR 1 IM. GUSTAWA MORCINKA,2026,Warszawa,ul. Wilcza 53,Warszawa,Wilcza 53,ul
34745,SZKOŁA PODSTAWOWA NR 34 IM. STANISŁAWA DUBOIS,2026,Warszawa,ul. Leona Kruczkowskiego 12b,Warszawa,Kruczkowskiego 12b,ul leona
34835,SZKOŁA PODSTAWOWA NR 1 IM. BRACI JEZIOROWSKICH W PŁOCKU,2026,Płock,inne Pasaż Vuka Karadzica 1,Płock,Pasaż Vuka Karadzica 1,inne
34838,SZKOŁA PODSTAWOWA NR 17 IM. TADEUSZA KOŚCIUSZKI W PŁOCKU,2026,Płock,ul. Miodowa 18,Płock,Miodowa 18,ul
34983,SZKOŁA PODSTAWOWA NR 75 IM. MARII KONOPNICKIEJ,2026,Warszawa,ul. Niecała 14,Warszawa,Niecała 14,ul
35031,SZKOŁA PODSTAWOWA NR 16 IM. MIKOŁAJA KOPERNIKA W PŁOCKU,2026,Płock,ul. Piasta Kołodzieja 7,Płock,Piasta Kołodzieja 7,ul
35079,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W OSTRÓWKU,2026,Ostrówek,ul. Szkolna 2,Ostrówek,Szkolna 2,ul
35094,SZKOŁA PODSTAWOWA NR 158 IM. JANA KILIŃSKIEGO,2026,Warszawa,ul. Ciasna 13,Warszawa,Ciasna 13,ul
35188,SZKOŁA PODSTAWOWA NR 203 IM. ANTONINY I JANA ŻABIŃSKICH,2026,Warszawa,ul. ks. Ignacego Skorupki 8,Warszawa,Skorupki 8,ul ks ignacego
35230,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W KOWALI-STĘPOCINIE,2026,Kowala-Stępocina,ul. Marii Walewskiej 6,Kowala-Stępocina,Walewskiej 6,ul marii
38444,"NIEPUBLICZNA SZKOŁA PODSTAWOWA ""NASZA SZKOŁA"" IM. JANUSZA KORCZAKA W WARSZAWIE",2026,Warszawa,ul. Liczydło 3,Warszawa,Liczydło 3,ul
38643,PUBLICZNA SZKOŁA PODSTAWOWA SPECJALNA,2026,Radom,ul. Wośnicka 121,Radom,Wośnicka 121,ul
38737,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 23 IM. ARMII KRAJOWEJ W PŁOCKU,2026,Płock,ul. Walecznych 20,Płock,Walecznych 20,ul
38738,OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I STOPNIA W PŁOCKU,2026,Płock,ul. Kolegialna 23,Płock,Kolegialna 23,ul
38742,SZKOŁA PODSTAWOWA NR 48 IMIENIA ADAMA PRÓCHNIKA,2026,Warszawa,ul. Stefanii Sempołowskiej 4,Warszawa,Sempołowskiej 4,ul stefanii
38778,SZKOŁA PODSTAWOWA NR 20 IM. WŁADYSŁAWA BRONIEWSKIEGO W PŁOCKU,2026,Płock,ul. Janusza Korczaka 10,Płock,Korczaka 10,ul janusza
38779,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI NR 3 IM. KORNELA MAKUSZYŃSKIEGO W PŁOCKU,2026,Płock,ul. Królowej Jadwigi 4,Płock,Jadwigi 4,ul królowej
39022,SZKOŁA PODSTAWOWA IM.ARMII KRAJOWEJ GRUPY KAMPINOS W BORZĘCINIE DUŻYM,2026,Borzęcin Duży,ul. Warszawska 697,Borzęcin Duży,Warszawska 697,ul
39641,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W PASIEKACH,2026,Pasieki,ul. Szkolna 2,Pasieki,Szkolna 2,ul
39756,SZKOŁA PODSTAWOWA NR 1 IM. MIKOŁAJA KOPERNIKA,2026,Mińsk Mazowiecki,ul. Mikołaja Kopernika 9,Mińsk Mazowiecki,Kopernika 9,ul mikołaja
40199,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W REPKACH,2026,Repki,ul. Osiedlowa 8,Repki,Osiedlowa 8,ul
40545,SZKOŁA PODSTAWOWA NR 351 IM. BOLESŁAWA PRUSA,2026,Warszawa,ul. Jana Olbrachta 48/56,Warszawa,Jana Olbrachta 48/56,ul
40657,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 Z ODDZIAŁAMI INTEGRACYJNYMI IM. IGNACEGO DASZYŃSKIEGO W RADOMIU,2026,Radom,ul. Odrodzenia 37,Radom,Odrodzenia 37,ul
40716,SZKOŁA PODSTAWOWA NR 26 IM. MIROSŁAWA BIERNACKIEGO,2026,Warszawa,ul. Miedziana 8,Warszawa,Miedziana 8,ul
40717,SZKOŁA PODSTAWOWA NR 132 IM. SÁNDORA PETŐFIEGO,2026,Warszawa,ul. Grabowska 1,Warszawa,Grabowska 1,ul
40898,SZKOŁA PODSTAWOWA NR 238 IM. CHRISTO BOTEWA,2026,Warszawa,ul. Redutowa 37,Warszawa,Redutowa 37,ul
40908,SZKOŁA PODSTAWOWA NR 139 IM. LUDWIKI WAWRZYŃSKIEJ,2026,Warszawa,ul. Syreny 5/7,Warszawa,Syreny 5/7,ul
40938,PUBLICZNA SZKOŁA PODSTAWOWA NR 2 IM. HANSA CHRISTIANA ANDERSENA W RADOMIU,2026,Radom,ul. Batalionów Chłopskich 16,Radom,Batalionów Chłopskich 16,ul
40945,SZKOŁA PODSTAWOWA NR 63 IM. ZAWISZY CZARNEGO,2026,Warszawa,ul. Płocka 30,Warszawa,Płocka 30,ul
41035,PUBLICZNA SZKOŁA PODSTAWOWA NR 4 Z ODDZIAŁAMI INTEGRACYJNYMI IM. ŚW. KAZIMIERZA JAGIELLOŃCZYKA W RADOMIU,2026,Radom,ul. Wyścigowa 49,Radom,Wyścigowa 49,ul
41073,SZKOŁA PODSTAWOWA IM ZBIGNIEWA DŁUŻNIEWSKIEGO,2026,Nowa Góra,ul. Szkolna 6,Nowa Góra,Szkolna 6,ul
41137,PUBLICZNA SZKOŁA PODSTAWOWA NR 5 IM.MARII DĄBROWSKIEJ W RADOMIU,2026,Radom,ul. gen. Józefa Sowińskiego 1,Radom,Sowińskiego 1,ul gen józefa
41174,SZKOŁA PODSTAWOWA NR 148 IM. HUGONA KOŁŁĄTAJA,2026,Warszawa,ul. Ożarowska 69,Warszawa,Ożarowska 69,ul
41455,SZKOŁA PODSTAWOWA NR 222 IM. JANA BRZECHWY,2026,Warszawa,ul. Esperanto 7a,Warszawa,Esperanto 7a,ul
41649,SZKOŁA PODSTAWOWA NR 236 Z ODDZIAŁAMI INTEGRACYJNYMI IM. IRENY SENDLEROWEJ,2026,Warszawa,ul. Elekcyjna 21/23,Warszawa,Elekcyjna 21/23,ul
41811,PUBLICZNA SZKOŁA PODSTAWOWA IM. BRACI ANDRZEJA I JÓZEFA ZAŁUSKICH W JEDLANCE,2026,Jedlanka,ul. Główna 29,Jedlanka,Główna 29,ul
41818,SZKOŁA PODSTAWOWA NR 227 IM. LOTNIKÓW POLSKICH,2026,Warszawa,ul. Astronautów 17,Warszawa,Astronautów 17,ul
41863,"SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 41 IM. ŻOŁNIERZY ARMII KRAJOWEJ GRUPY BOJOWEJ ""KRYBAR"" W WARSZAWIE",2026,Warszawa,ul. Drewniana 8,Warszawa,Drewniana 8,ul
42111,SZKOŁA PODSTAWOWA IM. STEFANII CYGAŃSKIEJ W JAKTOROWIE,2026,Jaktorów,ul. Warszawska 88,Jaktorów,Warszawska 88,ul
42112,SZKOŁA PODSTAWOWA IM. JÓZEFA JAGIELSKIEGO W MIĘDZYBOROWIE,2026,Międzyborów,ul. Staszica 5,Międzyborów,Staszica 5,ul
42176,PUBLICZNA SZKOŁA PODSTAWOWA NR 6 Z ODDZIAŁAMI INTEGRACYJNYMI IM.ORŁA BIAŁEGO W RADOMIU,2026,Radom,ul. Adama Rapackiego 24,Radom,Rapackiego 24,ul adama
42212,PUBLICZNA SZKOŁA PODSTAWOWA NR 7 IM.KAZIMIERZA PUŁASKIEGO W RADOMIU,2026,Radom,ul. Aleksandra Tybla 7/11,Radom,Tybla 7/11,ul aleksandra
42237,PUBLICZNA SZKOŁA PODSTAWOWA NR 9 IM. HENRYKA SIENKIEWICZA W RADOMIU,2026,Radom,ul. Sandomierska 19,Radom,Sandomierska 19,ul
42246,SZKOŁA PODSTAWOWA NR 2 W PŁOŃSKU IM. JANA WALEREGO JĘDRZEJEWICZA,2026,Płońsk,ul. Szkolna 30,Płońsk,Szkolna 30,ul
42836,SZKOŁA PODSTAWOWA NR 166 IM. ŻWIRKI I WIGURY,2026,Warszawa,ul. Żytnia 40,Warszawa,Żytnia 40,ul
42866,SZKOŁA PODSTAWOWA NR 3 IM. STANISŁAWA WYSPIAŃSKIEGO,2026,Płońsk,ul. Stanisława Wyspiańskiego 4,Płońsk,Wyspiańskiego 4,ul stanisława
42903,SZKOŁA PODSTAWOWA IM.PAWŁA WŁODKOWICA W BRUDZENIU DUŻYM,2026,Brudzeń Duży,ul. Płocka 12,Brudzeń Duży,Płocka 12,ul
43810,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W KORYTOWIE A,2026,Korytów A,ul. Szkolna 3,Korytów A,Szkolna 3,ul
43836,SZKOŁA PODSTAWOWA NR 210 IM. BOHATERÓW PAWIAKA,2026,Warszawa,ul. Karmelicka 13,Warszawa,Karmelicka 13,ul
43837,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI I ODDZIAŁAMI DWUJĘZYCZNYMI NR 211 IM. JANUSZA KORCZAKA,2026,Warszawa,ul. Nowy Świat 21a,Warszawa,Nowy Świat 21a,ul
43929,"SZKOŁA PODSTAWOWA NR 353 IM. ""WIELKICH ODKRYWCÓW""",2026,Warszawa,ul. Cieplarniana 23,Warszawa,Cieplarniana 23,ul
43937,SZKOŁA PODSTAWOWA IM. POMNIK WDZIĘCZNOŚCI W ZAKROCZYMIU,2026,Zakroczym,ul. Ojca Honorata Koźmińskiego 63,Zakroczym,Koźmińskiego 63,ul ojca honorata
44013,SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA JACHOWICZA,2026,Ostrołęka,"ul. gen. Augusta Emila Fieldorfa ""Nila"" 4/6",Ostrołęka,"Fieldorfa ""Nila"" 4/6",ul gen augusta emila
44015,SZKOŁA PODSTAWOWA NR 2 IM. STANISŁAWA STASZICA W OSTROŁĘCE,2026,Ostrołęka,ul. Papiernicza 1,Ostrołęka,Papiernicza 1,ul
44114,SZKOŁA PODSTAWOWA IM.PRYMASA TYSIĄCLECIA W NADMIE,2026,Nadma,ul. Szkolna 7,Nadma,Szkolna 7,ul
47484,SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W NOWEJ WSI,2026,Nowa Wieś,ul. Główna 96,Nowa Wieś,Główna 96,ul
47540,SZKOŁA PODSTAWOWA W SKÓRCU,2026,Skórzec,ul. Siedlecka 1,Skórzec,Siedlecka 1,ul
48076,SZKOŁA PODSTAWOWA IM. MARII DĄBROWSKIEJ,2026,Komorów,ul. Aleja Marii Dąbrowskiej 12/20,Komorów,Aleja Marii Dąbrowskiej 12/20,ul
48841,SZKOŁA PODSTAWOWA NR 42 Z ODDZIAŁAMI INTEGRACYJNYMI IM. KONSTANTEGO ILDEFONSA GAŁCZYŃSKIEGO,2026,Warszawa,ul. Balkonowa 4,Warszawa,Balkonowa 4,ul
48842,SZKOŁA PODSTAWOWA NR 52 IM. MACIEJA ALEKSEGO DAWIDOWSKIEGO “ALKA”,2026,Warszawa,ul. Samarytanka 11a,Warszawa,Samarytanka 11a,ul
48843,SZKOŁA PODSTAWOWA NR 285 IM. JANA MARCINA SZANCERA,2026,Warszawa,ul. Turmoncka 20,Warszawa,Turmoncka 20,ul
48845,SZKOŁA PODSTAWOWA NR 277 IM. ELIZY ORZESZKOWEJ,2026,Warszawa,ul. Suwalska 29,Warszawa,Suwalska 29,ul
48846,SZKOŁA PODSTAWOWA NR 298 IM. JANA KASPROWICZA,2026,Warszawa,ul. Krakusa 2,Warszawa,Krakusa 2,ul
48848,SZKOŁA PODSTAWOWA NR 114 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JĘDRZEJA CIERNIAKA,2026,Warszawa,ul. Remiszewska 40,Warszawa,Remiszewska 40,ul
